relation,display_relation,x_id,x_type,x_name,x_source,y_id,y_type,y_name,y_source
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,THBS3,gene,THBS3,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,THRAP3,gene,THRAP3,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,TLN1,gene,TLN1,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,TMEM126B,gene,TMEM126B,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,TMEM242,gene,TMEM242,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,TMEM258,gene,TMEM258,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,TNPO3,gene,TNPO3,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,TOE1,gene,TOE1,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,TRAIP,gene,TRAIP,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,TRAPPC8,gene,TRAPPC8,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,TRMT5,gene,TRMT5,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,TRRAP,gene,TRRAP,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,TUBE1,gene,TUBE1,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,TUBGCP2,gene,TUBGCP2,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,TULP3,gene,TULP3,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,TXNL4A,gene,TXNL4A,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,UBIAD1,gene,UBIAD1,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,UBR4,gene,UBR4,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,URM1,gene,URM1,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,USE1,gene,USE1,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,USP5,gene,USP5,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,VPS33A,gene,VPS33A,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,VWA9,gene,VWA9,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,WARS2,gene,WARS2,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,WBSCR16,gene,WBSCR16,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,WDHD1,gene,WDHD1,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,WDR1,gene,WDR1,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,WDR46,gene,WDR46,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,WDR48,gene,WDR48,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,WDR65,gene,WDR65,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,XRCC2,gene,XRCC2,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,XRCC3,gene,XRCC3,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,YEATS2,gene,YEATS2,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,YLPM1,gene,YLPM1,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,YTHDC1,gene,YTHDC1,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,ZC3H18,gene,ZC3H18,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,ZC3H8,gene,ZC3H8,NCBI
A549_CRISPRi,resistance_hit,ATMi,Drug,ATMi,AstraZeneca,ZEB1,gene,ZEB1,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,ZNF335,gene,ZNF335,NCBI
A549_CRISPRi,sensitivity_hit,ATMi,Drug,ATMi,AstraZeneca,ZNHIT6,gene,ZNHIT6,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,AADACL2,gene,AADACL2,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,ADSS,gene,ADSS,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,ALG9,gene,ALG9,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,ANO8,gene,ANO8,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,AP4M1,gene,AP4M1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,ATM,gene,ATM,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,ATP5I,gene,ATP5I,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,ATP5J2,gene,ATP5J2,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,ATP5J2-PTCD1,gene,ATP5J2-PTCD1,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,ATP5O,gene,ATP5O,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,ATR,gene,ATR,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,ATRIP,gene,ATRIP,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,ATXN2L,gene,ATXN2L,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,BARD1,gene,BARD1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,BOD1L1,gene,BOD1L1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,BRCA1,gene,BRCA1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,BRCA2,gene,BRCA2,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,C17orf49,gene,C17orf49,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,C17orf53,gene,C17orf53,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,C22orf29,gene,C22orf29,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,CCDC101,gene,CCDC101,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,CCDC174,gene,CCDC174,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,CCNA2,gene,CCNA2,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,CCNB1,gene,CCNB1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,CCS,gene,CCS,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,CDAN1,gene,CDAN1,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,CDC25B,gene,CDC25B,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,CDK12,gene,CDK12,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,CDK4,gene,CDK4,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,CDKN1A,gene,CDKN1A,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,CENPP,gene,CENPP,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,CFDP1,gene,CFDP1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,CHAF1A,gene,CHAF1A,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,CHCHD4,gene,CHCHD4,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,CHEK1,gene,CHEK1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,CHTF18,gene,CHTF18,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,CHTF8,gene,CHTF8,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,CKS2,gene,CKS2,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,CLSPN,gene,CLSPN,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,CNOT4,gene,CNOT4,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,COX18,gene,COX18,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,CRCP,gene,CRCP,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,CSNK2B,gene,CSNK2B,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,CTPS1,gene,CTPS1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,CTR9,gene,CTR9,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,DDIT4,gene,DDIT4,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,DDX5,gene,DDX5,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,DENR,gene,DENR,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,DSCC1,gene,DSCC1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,DTYMK,gene,DTYMK,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,DUT,gene,DUT,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,DZIP3,gene,DZIP3,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,EIF2AK3,gene,EIF2AK3,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,EIF2AK4,gene,EIF2AK4,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,ELOF1,gene,ELOF1,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,EP400,gene,EP400,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,ERCC6L2,gene,ERCC6L2,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,ETAA1,gene,ETAA1,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,EXOC2,gene,EXOC2,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,FUBP1,gene,FUBP1,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,FXYD5,gene,FXYD5,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,GANAB,gene,GANAB,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,GINS1,gene,GINS1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,GNB1L,gene,GNB1L,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,GRSF1,gene,GRSF1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,H2AFX,gene,H2AFX,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,HSD3B2,gene,HSD3B2,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,HSPA4,gene,HSPA4,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,HUS1,gene,HUS1,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,HYOU1,gene,HYOU1,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,IMPDH2,gene,IMPDH2,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,KIAA1524,gene,KIAA1524,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,KTI12,gene,KTI12,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,LAMTOR1,gene,LAMTOR1,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,LAMTOR4,gene,LAMTOR4,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,LAMTOR5,gene,LAMTOR5,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,LEMD3,gene,LEMD3,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,LEO1,gene,LEO1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,LIG1,gene,LIG1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,LIG3,gene,LIG3,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,LRRC14,gene,LRRC14,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,LSM10,gene,LSM10,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,MAD2L1BP,gene,MAD2L1BP,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,MAD2L2,gene,MAD2L2,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,MCM4,gene,MCM4,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,MCM5,gene,MCM5,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,MCM8,gene,MCM8,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,MCM9,gene,MCM9,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,MCMBP,gene,MCMBP,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,MCPH1,gene,MCPH1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,MCTS1,gene,MCTS1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,MDC1,gene,MDC1,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,MECR,gene,MECR,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,MKI67,gene,MKI67,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,MRPL16,gene,MRPL16,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,MRPL30,gene,MRPL30,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,MRPL34,gene,MRPL34,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,MRPL46,gene,MRPL46,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,MRPL9,gene,MRPL9,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,MSANTD1,gene,MSANTD1,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,MTOR,gene,MTOR,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,MYC,gene,MYC,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,NBN,gene,NBN,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,NDUFC1,gene,NDUFC1,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,NFE4,gene,NFE4,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,NPAT,gene,NPAT,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,NR2C2AP,gene,NR2C2AP,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,ORC2,gene,ORC2,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,PALB2,gene,PALB2,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,PARP1,gene,PARP1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,PIF1,gene,PIF1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,PKMYT1,gene,PKMYT1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,POLA2,gene,POLA2,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,POLD2,gene,POLD2,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,POLD3,gene,POLD3,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,POLR3B,gene,POLR3B,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,PPP2R2A,gene,PPP2R2A,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,PRDX1,gene,PRDX1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,PRIM2,gene,PRIM2,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,PRKDC,gene,PRKDC,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,PRPF40A,gene,PRPF40A,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,PSMC3IP,gene,PSMC3IP,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,PSME4,gene,PSME4,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,RAD1,gene,RAD1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,RAD17,gene,RAD17,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,RAD50,gene,RAD50,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,RAD51B,gene,RAD51B,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,RAD51D,gene,RAD51D,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,RAD54L,gene,RAD54L,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,RAD9A,gene,RAD9A,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,RBBP5,gene,RBBP5,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,RBM7,gene,RBM7,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,RFC1,gene,RFC1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,RFC2,gene,RFC2,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,RFC3,gene,RFC3,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,RFC5,gene,RFC5,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,RFWD3,gene,RFWD3,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,RFX7,gene,RFX7,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,RNASEK,gene,RNASEK,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,RNF168,gene,RNF168,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,RNF8,gene,RNF8,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,RNGTT,gene,RNGTT,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,RPA3,gene,RPA3,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,RPAIN,gene,RPAIN,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,SEC22B,gene,SEC22B,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,SETD1A,gene,SETD1A,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,SLBP,gene,SLBP,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,SLMO2,gene,SLMO2,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,SMNDC1,gene,SMNDC1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,SOCS3,gene,SOCS3,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,SOCS4,gene,SOCS4,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,SSB,gene,SSB,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,SUPT20H,gene,SUPT20H,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,SWI5,gene,SWI5,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,SYVN1,gene,SYVN1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,TADA1,gene,TADA1,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,TAF11,gene,TAF11,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,TAF13,gene,TAF13,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,TAF6L,gene,TAF6L,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,TEX30,gene,TEX30,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,TGIF1,gene,TGIF1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,THRAP3,gene,THRAP3,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,TLN1,gene,TLN1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,TOPBP1,gene,TOPBP1,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,TP53,gene,TP53,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,TRAIP,gene,TRAIP,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,TRNAU1AP,gene,TRNAU1AP,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,TSC1,gene,TSC1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,TTI2,gene,TTI2,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,TULP3,gene,TULP3,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,TXN,gene,TXN,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,UBE2L3,gene,UBE2L3,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,UBE2T,gene,UBE2T,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,USP37,gene,USP37,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,WDHD1,gene,WDHD1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,WDR33,gene,WDR33,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,WEE1,gene,WEE1,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,XRCC2,gene,XRCC2,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,YEATS2,gene,YEATS2,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,ZAR1L,gene,ZAR1L,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,ZC3H13,gene,ZC3H13,NCBI
A549_CRISPRi,sensitivity_hit,ATRi,Drug,ATRi,AstraZeneca,ZC3H18,gene,ZC3H18,NCBI
A549_CRISPRi,resistance_hit,ATRi,Drug,ATRi,AstraZeneca,ZC3H4,gene,ZC3H4,NCBI
A549_CRISPRi,resistance_hit,WEE1i,Drug,WEE1i,AstraZeneca,AARS2,gene,AARS2,NCBI
A549_CRISPRi,sensitivity_hit,WEE1i,Drug,WEE1i,AstraZeneca,ABCB7,gene,ABCB7,NCBI
A549_CRISPRi,sensitivity_hit,WEE1i,Drug,WEE1i,AstraZeneca,ABCC5,gene,ABCC5,NCBI
A549_CRISPRi,sensitivity_hit,WEE1i,Drug,WEE1i,AstraZeneca,ABCE1,gene,ABCE1,NCBI
A549_CRISPRi,sensitivity_hit,WEE1i,Drug,WEE1i,AstraZeneca,ACLY,gene,ACLY,NCBI
A549_CRISPRi,sensitivity_hit,WEE1i,Drug,WEE1i,AstraZeneca,ACTL6A,gene,ACTL6A,NCBI
A549_CRISPRi,sensitivity_hit,WEE1i,Drug,WEE1i,AstraZeneca,ACTR5,gene,ACTR5,NCBI
A549_CRISPRi,sensitivity_hit,WEE1i,Drug,WEE1i,AstraZeneca,ACTR8,gene,ACTR8,NCBI
